X,Y,id,
5.888757318169013,-35.933936318318146,25
7.183868471395947,-26.768534310865988,24
2.103047793351813,-18.101251977731877,23
-6.962730279236737,-29.059884812729024,22
-6.066114865464243,-21.189593958503799,21
-13.438286045371413,-42.907611758770869,20
-13.039790305916974,-16.706516889641328,19
-24.39691888036856,-29.059884812729024,18
-25.193910359277442,-42.210244214725606,17
-0.58679844796567,-50.47903080840527,16
-15.530388677507233,-23.879440199821282,15
-30.673226776776019,-19.994106740140474,14
-34.359312366729604,-27.366277920047651,13
-38.34426976127402,-38.026038950453966,12
3.398158946578747,-42.409492084452822,11
-14.833021133461962,-51.076774417586932,10
-18.1206109839611,-46.992193088178901,9
-17.423243439915829,-31.650107119182895,8
2.800415337397084,-30.155748096228741,7
-4.472131907646471,-36.033560253181754,6
-0.58679844796567,-24.576807743866553,5
-0.387550578238447,-13.020431299687743,4
-8.556713237054503,-7.939610621643617,3
-17.722115244506661,-8.836226035416111,2
-24.39691888036856,-13.219679169414967,1
